Title	Creator	Description	Date	Date Approximate	Keywords	Source	Publisher	Book Relationship	Identifier	Format Original	Format Digital	Type	Rights	Language	Date Digital	Location	Geonames	Latitude	Longitude	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Tugboat Towing Logs		Brails of logs being towed on Coeur d'Alene River near Dudley, Idaho. Taken in August.	1955-01-01		tugboats; rivers; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-115	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Dudley, Kootenai County, Idaho, United States	http://www.geonames.org/5591668/dudley.html	47.5419	-116.4234			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/239	239	73.jp2	/whitepine/image/73.jp2
Tugboat ""Coeur d'Alene""		Tugboat ""Coeur d'Alene"" towing brails of logs on St. Joe River towards Coeur d'Alene Lake. Above St. Maries, Idaho.	1941-05-08		tugboats; rivers; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-117	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Cottonwood Point, Benewah County, Idaho, United States	http://www.geonames.org/5589775/cottonwood-point.html	47.3317	-116.6177			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/241	241	75.jp2	/whitepine/image/75.jp2
Log Jam		Log jam near drawbridge, St. Maries, Idaho.	1938-04-18		log (wood); rivers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-118	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries River, Benewah County, Idaho, United States	http://www.geonames.org/5606239/saint-maries-river.html	47.3168	-116.5548			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/242	242	76.jp2	/whitepine/image/76.jp2
Landing in St. Joe River	Neil Fullerton	Unloading logs into St. Joe River at the Snooks Logging Camp.	1938-08-24		log (wood); rivers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-119	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Canyon Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5587997/canyon-creek.html	47.2424	-116.0233			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/243	243	77.jp2	/whitepine/image/77.jp2
Deck of Logs		Large pile of logs.			log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-120	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/244	244	78.jp2	/whitepine/image/78.jp2
Beaver Creek Flume	A.B. Curtis	Beaver Creek flume of Potlatch Forests, Incorporated.			flumes; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company	WPKOMW p. 119. Also print	69_2_B-121	black and white film copy negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Beaver Creek, Benewah County, Idaho, United States	http://www.geonames.org/5585095/beaver-creek.html	47.1804	-116.4611			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/245	245	79.jp2	/whitepine/image/79.jp2
Tugboat Towing Logs		Tugboat towing brails of logs on St. Joe River, St. Maries, Idaho. Taken in Spring. Note log driver walking on logs.	1939-01-01		tugboats; rivers; log (wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-116	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries, Benewah County, Idaho, United States	http://www.geonames.org/5606232/saint-maries.html	47.3144	-116.5624			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/247	247	80.jp2	/whitepine/image/80.jp2
Crane Loading Logs		Crane loading Potlatch Forests, Incorporated logs from Stony Creek onto truck at the Merry Creek Landing, Clarkia, Idaho.	1941-07-18		log (wood); trucks; railroad (infrastructure); flatcars; freight cars; cranes (equipment);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-122	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Merry Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5600704/merry-creek.html	47.0115	-116.2527			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/248	248	81.jp2	/whitepine/image/81.jp2
Scaling Logs		Potlatch Forests, Incorporated logs being scaled before being loaded onto a truck. The scaler (man on left) is Ralph Todd. Merry Creek Landing, Clarkia, Idaho.	1941-07-18		log (wood); blue collar workers; trucks; log rules;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-123	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Merry Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5600704/merry-creek.html	47.0115	-116.2527			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/249	249	82.jp2	/whitepine/image/82.jp2
Flatcar and Truck Loaded with Logs		Potlatch Forests, Incorporated logs from Stony Creek, Merry Creek Landing, Clarkia, Idaho.	1941-07-18		log (wood); railroad (infrastructure); flatcars; freight cars; trucks; cranes (equipment);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-124	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Merry Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5600704/merry-creek.html	47.0115	-116.2527			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/250	250	83.jp2	/whitepine/image/83.jp2
Flatcars Loaded with Logs		Log train loaded with yellow pine, St. Maries, Idaho. Building in background reads: ""George O'Dwyer feed"" Mr. O'Dwyer was the founder of a feed, grain, and building material business in St. Maries, Idaho.	1942-06-07		log (wood); yellow pine (wood, general); flatcars; freight cars; railroad (infrastructure);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-126	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Saint Maries, Benewah County, Idaho, United States	http://www.geonames.org/5606232/saint-maries.html	47.3144	-116.5624			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/251	251	84.jp2	/whitepine/image/84.jp2
Sleigh Loaded with Logs		Sleigh loaded with logs, stacked logs in background.			log (wood); snow; winter; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-128	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/252	252	85.jp2	/whitepine/image/85.jp2
Pack String		Winton Lumber Company Pack string owned by Kirtley and Stone. Falls Creek. Credit Dick Reed. Heading to either camp #2 or #3.	1928-01-01		mules (mammals); hay;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-129	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/253	253	86.jp2	/whitepine/image/86.jp2
Falls Creek Chute Landing and Flume		Winton Lumber Company Falls Creek chute landing (chute left of log deck, out of picture). Peavy man tailing logs into flume. Credit Dick Reed.	1925-01-01	yes	log (wood); flumes; blue collar workers; peavies;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-130	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/254	254	87.jp2	/whitepine/image/87.jp2
Falls Creek Chute Landing and Flume		Winton Lumber Company Falls Creek chute landing (chute left of log deck, out of picture). Peavy man tailing logs into flume. Credit Dick Reed.	1925-01-01	yes	log (wood); flumes; blue collar workers; peavies;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-131	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/255	255	88.jp2	/whitepine/image/88.jp2
Winton Lumber Company Flume		""Rearing"" a flume, Falls Creek. Feeder flume under construction on left. Credit Dick Reed.	1925-01-01	yes	log (wood); flumes; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-132	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/256	256	89.jp2	/whitepine/image/89.jp2
Winton Lumber Company Flume		Water flowing and logs being separated in the Falls Creek flume. Feeder flume under construction on left. Credit Dick Reed.	1925-01-01	yes	log (wood); flumes; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-133	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/258	258	90.jp2	/whitepine/image/90.jp2
Falls Creek Chute Landing and Log Deck		Falls Creek chute landing. Tow path right, foreground. Path made of logs and puncheon smoothed with foot adz. Straight line in the center of the path is probably a decking line to enable the logs to be decked by a cross haul arrangement. Small ""cats"" (tractors) used to tow logs. About the first use of cats for this purpose. Note that the chute (last two logs on left) has been laid almost flat as was usual when logs were going to be decked at the landing. This made it easier for the peavey man to roll the logs onto the deck. Chute went to the last deck in the background on the left. Credit Dick Reed.	1925-01-01	yes	log (wood); chutes; blue collar workers; peavies;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-134	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/259	259	91.jp2	/whitepine/image/91.jp2
Falls Creek Chute		Winton Lumber Company running chute, Falls Creek. ""goose necks"" were used on this chute to ""slow down"" the running logs. Credit Dick Reed.	1925-01-01	yes	log (wood); chutes; dogs (devices for wood);	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-135	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Falls Creek, Shoshone County, Idaho, United States	http://www.geonames.org/5592790/falls-creek.html	47.7461	-116.0209			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/260	260	92.jp2	/whitepine/image/92.jp2
Benewah Creek Flume	Clarence C. Strong	Benewah Creek Flume. Built by Fred Herrick in 1915-16.	1968-01-01		flumes;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-50	black and white print	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Benewah Creek, Benewah County, Idaho, United States	http://www.geonames.org/5585305/benewah-creek.html	47.2505	-116.7644			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/261	261	93.jp2	/whitepine/image/93.jp2
Sleigh Loaded with Logs		Sleigh loaded with logs, stacked logs in background.			log (wood); draft horses; snow; winter; blue collar workers;	PG 6069 MG 69, White Pine: King of Many Waters Collection	Mountain Press Publishing Company		69_2_I-127	black and white film negative	image/jpg	Image;StillImage	Digital image, University of Idaho Library, 2015.			Kootenai County, Idaho, United States	http://www.geonames.org/5597922/kootenai-county.html	47.6746	-116.7000			2016-08-12	2016-08-12	http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/262	262	94.jp2	/whitepine/image/94.jp2
