id,link,type,cdmid,title,format,rights,description,publisher,date,source,keywords,coverage,aprox,latitude,longitude,relation
Gale_Supplement_53c,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1082,Image;StillImage,1082,Boarding House Number One,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of boarding house number one in Potlatch, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",house; building,United States--Idaho--Latah County--Potlatch,yes,46.922798,-116.900664,
Gale_Supplement_54a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1083,Image;StillImage,1083,Boarding House Number Two,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of boarding house number two with it�s residents.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",house; building; group of people,United States--Idaho--Latah County--Potlatch,yes,46.922808,-116.900273,
Gale_DeepCreek1-02a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1084,Image;StillImage,1084,Beplate Twins (Helen + Bub),image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"The Beplate twins, Helen and Bub, being held by Luella Hall. Photograph taken in 1928.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1928,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Supplement_54b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1085,Image;StillImage,1085,Homes of Officials and Superintendents,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,Photos of five homes of officials and superintendents of the Potlatch Lumber Company.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",house; officials;,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_55a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1086,Image;StillImage,1086,Barn,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of a barn.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",barn; building,United States--Idaho--Latah County--Potlatch,yes,46.920732,-116.906275,
Gale_Supplement_55b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1087,Image;StillImage,1087,Train Depot,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the train depot at Potlatch for the Washington, Idaho, and Montana Railway Company.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",trains; railway; train depot,United States--Idaho--Latah County--Potlatch,yes,46.921299,-116.901717,
Gale_Supplement_56a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1088,Image;StillImage,1088,"Round House, Machine Shop, and Car Repair Shop",image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"Photographs of the round house, machine shop, and car repair shop for the Washington, Idaho, and Montana Railway Company.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",shop; house; repair,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_56b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1089,Image;StillImage,1089,Locomotive Equipment,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,Photographs of locomotive equipment of the railway company.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",locomotive; equipment; railway,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_57,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1090,Image;StillImage,1090,Railroad Yard,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"Photograph of one of Washington, Idaho, and Montana Railway Company's railroad yards at Potlatch.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",railroad; yard;,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_61,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1091,text,1091,A Company Town (continued),application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A paper with articles about Potlatch from other news sources, a list of the ill,  dinners to attend, men of the month, an obituary, and other miscellaneous news items.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; town; history,United States--Idaho--Latah County--Potlatch,yes,46.921403,-116.900888,
Gale_Supplement_62,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1092,text,1092,A Company Town?,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A paper with articles about the announcement of the plan for Potlatch to be a company town with the reactions of the community, a brief history of Potlatch, and other miscellaneous new items.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; town; history; development,United States--Idaho--Latah County--Potlatch,yes,46.921403,-116.900888,
Gale_Supplement_63,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1093,text,1093,History of Names of Towns,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A paper containing the history of names of towns including the WI&M, along with several acknowledgements within the community.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; towns; history; naming,United States--Idaho--Latah County--Potlatch,yes,46.921403,-116.900888,
Gale_Supplement_70,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1094,text,1094,William Helmer,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A paper written by Louise Nygaard about William Helmer, one of the oldest employees of the Potlatch  Forests, Inc., and his work for the timber industry.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1951-11-05,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",biography; timber;,United States--Idaho--Latah County--Potlatch,,,,
Gale_DeepCreek1-03b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1095,Image;StillImage,1095,Mr. + Mrs. C. V. Hall,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Mr and Mrs. C. V. Hall and their children Lovella, Xythel, and Pearl posing with a car outside of a house in Deep Creek. Photograph taken around 1920.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Supplement_65,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1096,Image;StillImage,1096,Beginning of WI&M,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"An article about the beginning of Washington, Idaho, & Montana railway and the part it plays in the local community.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; history; railway,United States--Idaho--Latah County--Potlatch,yes,46.921403,-116.900888,
Gale_Supplement_66,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1097,Image;StillImage,1097,Potlatch Pine Cone,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,The front page of a volume of the Potlatch Pine cone with the man of the month and a notification about the last talent show.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955-04-01,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; award; talent,United States--Idaho--Latah County--Potlatch,,46.921403,-116.900888,
Gale_Supplement_64,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1098,Image;StillImage,1098,Forestry in Year 1905,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A photocopy of an article about forestry in 1905.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; forestry;,United States--Idaho--Latah County--Potlatch,yes,46.921403,-116.900888,
Gale_Supplement_71,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1099,text,1099,Sawmill Sign Language Dictionary,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"'The Dictionary of Sawmill Sign Language' by Dewey E. Lavoy, Sematoalogist, and Joe Flahive, Lexicographer, about the signs used for numbers.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",sign language; numbers; sawmill,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_67,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1100,Image;StillImage,1100,Lutheran Church in the Making,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A page from a volume of the Potlatch Pine Cone about the start up of the Lutheran Church in Potlatch.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955-03-01,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; church; building,United States--Idaho--Latah County--Potlatch,,46.921403,-116.900888,
Gale_Supplement_75,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1101,text,1101,Railcars of the WI&M,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"An article from the MIIWest Dispatch about the WI&M changing their system from only being a passenger service and mail/express business to having the mixed train service  while transitioning to using the steam train, and a motorcar throughout the week.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1990-01-01,,railcars; trains;,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_76,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1102,text,1102,"Potlatch Lumber Co., The WI&M, and The Milwaukee",application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"An article about the history of the Potlatch Lumber Company, The Washington, Idaho, and Montana Railway, and The Milwaukee.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1993,,history; lumber; railroad; ownership,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_68,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1103,Image;StillImage,1103,Potlatch in the Making,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,An article about the decision of the Potlatch Lumber Company to extend operations up the Palouse.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955-03,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; development,United States--Idaho--Latah County--Potlatch,,46.921403,-116.900888,
Gale_Supplement_69,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1104,Image;StillImage,1104,Early Potlatch History,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A news page with an article about early Potlatch history.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",news; history; lumber,United States--Idaho--Latah County--Potlatch,yes,46.921403,-116.900888,
Gale_Supplement_73,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1105,Image;StillImage,1105,Change in Supervisory Personnel,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A notice to the employees of Potlatch Forests Inc. about a change made in supervisory personnel.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1954-01-01,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",manager; employment;,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_DeepCreek1-06a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1106,Image;StillImage,1106,The Kislig Family and Friends,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,The Kislig family and friends line up for a photograph in front of a house.  Each person is numbered. 1. Art Kislig; 2. Mrs. Kislig; 3. Jim Edmonds; 4. Leta Kislig; 5. Walt Kislig; 6. Edith Kislig; 7. Fritz Brincken; 8. John [McManama]; 9. Bill Leistne; 10. Marvin [McManama],"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1919,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Supplement_74,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1107,Image;StillImage,1107,Christmas Party Invitation,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"An invitation to a Christmas party from the Potlatch Forests, Inc. and a list of those invited.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955-12-06,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Christmas; invitation;,United States--Idaho--Latah County--Potlatch,,46.39853,-117.002055,
Gale_Supplement_72,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1108,Image;StillImage,1108,Sawmill Sign Language Dictionary 2,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A second 'Dictionary of Sawmill Sign Language' by Dewey E. LaVoy, Sematologist, and Joe Flahive, Lexicographer, about signs used to tell time.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1955,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",sign language; time; sawmill,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Supplement_78,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1109,Image;StillImage,1109,Log Loader,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A image of the log loader of the Potlatch Lumber Co. at Camp 14. The Car is labeled for the PLC Co.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1975,"Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",log; lumber; loader,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Town_19,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1110,Image;StillImage,1110,Potlatch Mercantile Co.,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the Potlatch Mercantile Company. The renowned 'company store' was managed by A. A. McDonald and opened around June 1907","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907-06-01,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Potlatch Corporation
Gale_Town_20,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1111,Image;StillImage,1111,Potlatch Mercantile Co. Grocery,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the grocery department in the Potlatch Mercantile Company.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Potlatch Corporation
Gale_Town_18c,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1112,Image;StillImage,1112,Unknown Baby 2,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of an unknown baby sitting and eating.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1905,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Town Residents,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Town_21a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1113,Image;StillImage,1113,Two Men in an Office,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of two unknown men sitting and reading in an office.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Town Residents,United States--Idaho--Latah County--Potlatch,yes,,,Potlatch Corporation
Gale_Town_21b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1114,Image;StillImage,1114,Potlatch Hotel,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the Potlatch Hotel.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Town Development; hotels,United States--Idaho--Latah County--Potlatch,yes,46.921832,-116.900095,Gale File
Gale_Town_22a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1115,Image;StillImage,1115,Mr. Stokke Hardwar Dept. Manager,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of Mr. Stokke the hardware department manager.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Hardware Store Manager,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Potlatch Corporation
Gale_Town_22b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1116,Image;StillImage,1116,Potlatch Mercantile Co. Sign,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of a sign for the Potlatch Mercantile Company stating they are whole sale and retail. It states they pay highest cash market price for honest weight of everything you have for sale.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,
Gale_DeepCreek2-05a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1117,Image;StillImage,1117,Old Mine on W. McMurray Place,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Part of the old mine on W. McMurray Place (old Alva Strong Place) in the Deep Creek area of Idaho,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1984-08-11,"Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",mine; forest,United States--Idaho--Latah County--Deep Creek,,47.00643,-116.91079,
Gale_DeepCreek1-05a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1118,Image;StillImage,1118,Mrs. Kislig and Children,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of Leta Kislig, Mrs. Kislig, Art Kislig, and Edith Kislig posing in front of a hill.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Town_22c,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1119,Image;StillImage,1119,Potlatch State Bank,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the Potlatch State Bank.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Town Bank,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,
Gale_Town_22d,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1120,Image;StillImage,1120,Potlatch Mercantile Co. Building,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the Potlach Mercantile Company Building.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,
Gale_Town_23a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1121,Image;StillImage,1121,Latah County Pig Club Show Announcement,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,An announcement for the Latah County Pig Club Show including a pastry contest for the ladies with prizes ranging from flour to five dollars.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1924,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Show; Contest,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Town_23b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1122,Image;StillImage,1122,Latah County Pig Club Show Announcement 2,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,The second part of an announcement for the Latah County Pig Club Show that states the prizes for the best apple pie and the pie eating contest.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1924,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Show; Contest,United States--Idaho--Latah County--Potlatch,yes,,,
Gale_Town_25a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1123,Image;StillImage,1123,Potlatch Mercantile Co. Hardware Dept.,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the hardware departments interior in the Potlatch Mercantile Company.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Lester Jones
Gale_Town_25b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1124,Image;StillImage,1124,Potlatch Mercantile Co. Hardware Dept. 2,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the interior of the hardware department of the Potlatch Mercantile Company.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Lester Jones
Gale_Town_26,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1125,Image;StillImage,1125,Potlatch Mercantile Co. Sales,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"A write-up from the 'Family Tree' published by Potlatch Forests Inc. about the Potlatch Mercantile Company. It goes over what the company is known for and the services they offer and go into detail about the 5 or 6 big sales the company has each year. The big sales bring in up to 4000 people and the company provides a lot of services for the customers who participate.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1946-06-01,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,The Family Tree
Gale_Town_24,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1126,Image;StillImage,1126,Potlatch Mercantile Co. Store,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A photograph of the almost completed Potlatch Mercantile building.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Lillian Yangel
Gale_Town_27b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1127,Image;StillImage,1127,Sales Day at the Merc. Image,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A photograph of the crowds at one of Potlatch Mercantile Company's big sales.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1945,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Gale File
Gale_Town_28a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1128,Image;StillImage,1128,Livestock Sale,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of a livestock sale in Potlatch, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1913,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Livestock; Sales Event,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Rex and Minnie Benson
Gale_DeepCreek1-04a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1129,Image;StillImage,1129,Hans Beplate and Victor,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Hans Beplate and Victor with a team of three horses plowing a field.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Town_28b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1130,Image;StillImage,1130,Livestock Sale 2,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of a livestock sale in Potlatch, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1913,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Livestock; Sales Event,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Rex and Minnie Benson
Gale_Town_27a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1131,Image;StillImage,1131,Sales Day at the Merc.,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,A newspaper article from the Potlatch Times (Vol. 4 No. 7) about the Potlatch Mercantile Company Store and the big sales they had. The article mentions manager A. A. McDonald who began the sales during his time as manager from 1909-1921 and how he would buy anything of value.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1965,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Gale File
Gale_Town_29a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1132,Image;StillImage,1132,Livestock Sale Crowd,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the crowds at a livestock sale in Potlatch, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1913,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Livestock; Sales Event,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Rex and Minnie Benson
Gale_Town_40,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1133,text,1133,Potlatch Amateur Athletic Club,application/pdf,https://rightsstatements.org/vocab/InC-EDU/1.0/,"The first page of an article from The Family Tree about the Potlatch Amateur Athletic Club. It goes over how the club was formed, what sports were the most present and successful, the construction of the building, events held in the building, and memorials for the people who helped create it.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1937-12-01,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Athletic Clubs,United States--Idaho--Latah County--Potlatch,,46.922084,-116.900942,The Family Tree
Gale_Town_29b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1134,Image;StillImage,1134,Potlatch Mercantile Co. Grocery Dept.,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the interior of the grocery department at Potlatch Mercantile Company in Potlatch, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Rex and Minnie Benson
Gale_Town_30a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/1135,Image;StillImage,1135,Potlatch Mercantile Co. Tobacco and Candy Dept.,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"A photograph of the counter inside the tobacco and candy department of the Potlatch Mercantile Company in Potlatch, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Town, Potlatch Historical Society",Company Stores,United States--Idaho--Latah County--Potlatch,yes,46.921447,-116.899847,Rex and Minnie Benson
